Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Company,Mileage(km/kg),Engine(CC),Power(bhp),New_car_Price
Mumbai,2010,49000,Diesel,Automatic,First,5.0,8.95,Mercedes-Benz,19.27,2143.0,170.0,
Hyderabad,2013,69000,Diesel,Manual,First,5.0,7.2,Ford,22.7,1498.0,89.84,
Hyderabad,2017,23228,Petrol,Manual,First,5.0,4.5,Tata,14.4,1396.0,65.0,
Delhi,2014,68462,Diesel,Manual,First,5.0,4.15,Maruti,26.59,1248.0,74.0,
Coimbatore,2016,74611,Diesel,Manual,First,5.0,7.94,Maruti,25.1,1248.0,88.5,13.26
Pune,2014,90000,Diesel,Manual,First,5.0,7.25,Renault,19.01,1461.0,108.45,
Delhi,2016,22000,Petrol,Manual,First,5.0,3.7,Maruti,18.9,998.0,67.1,
Hyderabad,2010,58163,Petrol,Manual,First,5.0,2.45,Hyundai,0.0,1086.0,62.0,
Chennai,2011,109500,Diesel,Manual,Third,5.0,1.5,Chevrolet,25.44,936.0,57.6,
Delhi,2017,13363,Diesel,Manual,First,7.0,12.0,Mahindra,16.0,1997.0,140.0,
Delhi,2012,51000,Petrol,Manual,Second,5.0,2.2,Hyundai,19.81,1086.0,68.05,
Hyderabad,2007,103000,Diesel,Manual,First,7.0,3.6,Tata,13.93,2179.0,138.0,
Kolkata,2009,43002,Petrol,Manual,First,5.0,1.92,Hyundai,20.36,1197.0,78.9,
Bangalore,2016,108000,Diesel,Automatic,First,7.0,20.5,Toyota,11.36,2755.0,171.5,28.05
Jaipur,2010,82407,Diesel,Manual,First,5.0,4.25,Skoda,17.5,1896.0,106.0,
Kolkata,2013,29000,Petrol,Manual,First,5.0,3.2,Hyundai,18.9,1197.0,82.0,
Kolkata,2014,45000,Diesel,Manual,First,5.0,3.85,Maruti,23.4,1248.0,74.0,
Kochi,2010,93401,Diesel,Manual,First,5.0,3.48,Hyundai,23.0,1396.0,90.0,
Hyderabad,2017,95802,Diesel,Manual,Second,5.0,4.55,Ford,25.83,1498.0,99.0,
Pune,2016,130000,Diesel,Manual,First,7.0,7.0,Maruti,25.47,1248.0,88.5,11.27
Ahmedabad,2013,67443,Diesel,Manual,First,7.0,5.75,Maruti,20.77,1248.0,88.8,
Kochi,2016,47681,Petrol,Automatic,First,5.0,8.73,Honda,16.8,1497.0,116.3,
Hyderabad,2009,35000,Petrol,Manual,First,5.0,1.7,Maruti,19.7,796.0,46.3,
Hyderabad,2016,68000,Diesel,Automatic,First,7.0,29.5,Ford,10.91,3198.0,197.0,
Kochi,2019,34688,Diesel,Manual,First,5.0,10.49,Maruti,24.3,1248.0,88.5,11.2
Kolkata,2015,10512,Petrol,Automatic,First,2.0,64.0,Porsche,8.6,2706.0,265.0,
Pune,2016,58000,Diesel,Manual,First,5.0,7.55,Maruti,22.9,1248.0,74.0,
Mumbai,2014,40000,Petrol,Manual,First,5.0,3.95,Tata,17.57,1193.0,88.7,8.56
Bangalore,2010,61000,Petrol,Manual,Fourth & Above,5.0,3.25,Hyundai,17.0,1197.0,80.0,
Mumbai,2009,86000,Diesel,Manual,First,5.0,2.75,Skoda,19.4,1422.0,70.0,
Kolkata,2015,45000,Diesel,Manual,First,5.0,7.35,Toyota,21.43,1364.0,87.2,
Ahmedabad,2017,55000,Petrol,Manual,First,5.0,4.7,Volkswagen,17.0,1198.0,73.75,
Kochi,2016,36855,Petrol,Manual,Second,5.0,8.77,Hyundai,15.29,1591.0,121.3,
Kochi,2013,46821,Petrol,Manual,First,5.0,3.42,Hyundai,20.36,1197.0,78.9,
Kolkata,2015,120000,Petrol,Manual,First,5.0,2.5,Chevrolet,18.6,1199.0,76.8,
Kolkata,2012,29000,Diesel,Automatic,First,5.0,20.0,Jaguar,14.74,2993.0,270.9,
Mumbai,2014,40000,Petrol,Manual,First,5.0,5.25,Nissan,13.24,1598.0,102.5,
Delhi,2013,60000,Diesel,Automatic,Second,5.0,14.5,Audi,15.73,1968.0,174.33,
Mumbai,2011,64984,Petrol,Automatic,First,5.0,3.45,Hyundai,16.95,1197.0,78.9,
Pune,2015,73204,Petrol,Automatic,First,5.0,3.3,Maruti,24.07,998.0,67.1,
Bangalore,2014,50000,Diesel,Automatic,First,7.0,51.0,Audi,11.33,4134.0,335.2,
Kolkata,2017,35000,Diesel,Manual,First,5.0,6.5,Maruti,24.3,1248.0,88.5,9.46
Hyderabad,2013,17729,Petrol,Manual,First,5.0,3.65,Hyundai,21.1,814.0,55.2,
Chennai,2012,97000,Diesel,Manual,First,5.0,7.25,Mahindra,20.0,1497.0,115.0,12.79
Kochi,2014,89614,Diesel,Manual,First,5.0,6.01,Hyundai,22.0,1582.0,126.2,15.57
Kolkata,2015,14000,Petrol,Manual,First,5.0,2.8,Maruti,18.9,998.0,67.1,
Chennai,2012,50000,Petrol,Manual,First,5.0,4.0,Hyundai,17.0,1197.0,80.0,
Delhi,2014,62505,Petrol,Manual,First,5.0,5.95,Honda,17.4,1497.0,117.3,
Chennai,2011,248000,Diesel,Manual,Second,7.0,9.2,Toyota,12.8,2494.0,102.0,
Pune,2012,94900,Diesel,Manual,First,5.0,5.35,Hyundai,16.8,1493.0,110.0,
Delhi,2017,55000,Diesel,Manual,First,7.0,12.0,Tata,17.6,2179.0,153.86,19.86
Coimbatore,2015,53735,Diesel,Automatic,Second,7.0,38.94,Audi,12.07,2967.0,241.4,
Coimbatore,2008,53934,Petrol,Manual,Second,5.0,2.69,Maruti,18.9,998.0,67.1,
Bangalore,2013,58500,Diesel,Automatic,Second,5.0,27.5,BMW,17.09,1995.0,218.0,
Kolkata,2014,48000,Petrol,Manual,First,5.0,2.75,Honda,18.0,1198.0,86.7,
Mumbai,2016,24000,Petrol,Manual,First,5.0,2.8,Maruti,24.7,796.0,47.3,
Mumbai,2016,52001,Petrol,Manual,First,5.0,6.45,Hyundai,17.01,1591.0,121.3,
Coimbatore,2018,9565,Petrol,Manual,First,5.0,5.88,Tata,23.84,1199.0,84.0,6.59
Pune,2013,32953,Petrol,Manual,First,5.0,4.65,Maruti,18.6,1197.0,85.8,
Jaipur,2014,18000,Petrol,Manual,First,5.0,2.5,Hyundai,21.1,814.0,55.2,
Kochi,2018,20446,Petrol,Automatic,First,5.0,51.35,Mercedes-Benz,12.6,1950.0,191.34,86.97
Hyderabad,2016,33016,Diesel,Manual,First,5.0,6.85,Hyundai,22.54,1396.0,88.73,
Chennai,2012,48000,Diesel,Manual,First,5.0,5.25,Toyota,23.59,1364.0,67.05,
Coimbatore,2014,72022,Diesel,Manual,First,5.0,9.23,Toyota,21.43,1364.0,87.2,
Ahmedabad,2014,34000,Diesel,Automatic,First,5.0,22.0,Mini,20.7,1496.0,113.98,42.12
Hyderabad,2014,69000,Diesel,Manual,First,5.0,5.19,Volkswagen,20.14,1498.0,88.8,
Pune,2009,108000,Petrol,Automatic,First,5.0,4.35,Skoda,13.7,1798.0,157.75,
Hyderabad,2013,34700,Diesel,Automatic,First,5.0,24.5,Mercedes-Benz,10.0,2148.0,170.0,
Pune,2015,79000,Diesel,Manual,First,5.0,5.75,Maruti,17.8,1248.0,75.0,
Kochi,2016,58197,Petrol,Automatic,First,5.0,9.19,Honda,18.0,1497.0,117.3,
Pune,2008,66000,Petrol,Automatic,Second,5.0,10.75,BMW,8.45,2979.0,321.0,
Bangalore,2009,60000,Petrol,Automatic,First,5.0,2.99,Hyundai,19.2,1197.0,80.0,
Kolkata,2014,57000,Diesel,Manual,First,5.0,3.89,Maruti,26.59,1248.0,74.0,
Coimbatore,2018,45555,Diesel,Manual,First,5.0,11.73,Honda,26.0,1498.0,98.6,
Coimbatore,2016,55137,Petrol,Manual,First,5.0,3.11,Maruti,14.0,796.0,35.0,
Jaipur,2014,93325,Diesel,Manual,Second,5.0,14.45,Skoda,17.2,1968.0,138.1,
Ahmedabad,2018,38000,Diesel,Manual,First,7.0,8.7,Maruti,24.52,1248.0,88.5,
Kochi,2016,57738,Diesel,Manual,First,5.0,5.04,Hyundai,24.0,1120.0,70.0,
Jaipur,2017,38282,Diesel,Manual,First,5.0,8.5,Maruti,28.09,1248.0,88.5,
Delhi,2014,64000,Diesel,Automatic,First,5.0,15.65,Mercedes-Benz,19.27,2143.0,170.0,
Mumbai,2015,32000,Diesel,Manual,First,5.0,5.65,Fiat,20.5,1248.0,91.72,
Bangalore,2010,83000,Petrol,Automatic,First,5.0,16.5,Mercedes-Benz,10.93,2497.0,204.0,
Ahmedabad,2011,76000,CNG,Manual,First,5.0,2.0,Maruti,26.3,998.0,67.1,
Pune,2012,67200,Petrol,Manual,First,5.0,3.9,Volkswagen,15.04,1598.0,103.6,
Jaipur,2013,62655,Diesel,Automatic,First,5.0,14.5,BMW,18.88,1995.0,184.0,
Bangalore,2015,16900,Diesel,Automatic,First,5.0,44.0,BMW,14.69,2993.0,258.0,
Delhi,2017,8471,Petrol,Manual,First,5.0,5.0,Hyundai,18.9,1197.0,81.86,6.54
Hyderabad,2016,69000,Diesel,Automatic,First,7.0,19.75,Toyota,11.36,2755.0,171.5,26.56
Coimbatore,2017,30090,Diesel,Automatic,First,5.0,11.44,Renault,19.6,1461.0,108.45,15.05
Chennai,2011,120000,Diesel,Manual,First,5.0,1.75,Tata,18.0,1248.0,75.0,
Kochi,2016,35939,Petrol,Manual,First,5.0,30.42,Mercedes-Benz,12.3,1796.0,185.0,
Coimbatore,2013,116694,Diesel,Manual,First,7.0,9.57,Mahindra,15.1,2179.0,140.0,
Mumbai,2016,40448,Diesel,Manual,First,7.0,3.5,Mahindra,15.96,2523.0,62.1,11.01
Coimbatore,2018,64456,Diesel,Manual,First,5.0,10.46,Maruti,24.3,1248.0,88.5,11.0
Pune,2014,52782,Diesel,Manual,First,5.0,4.85,Fiat,20.5,1248.0,91.72,
Kochi,2016,51672,Petrol,Manual,First,5.0,5.68,Honda,19.5,1199.0,88.76,7.55
Mumbai,2015,56073,Petrol,Automatic,First,5.0,13.25,Skoda,13.7,1798.0,157.75,
Bangalore,2011,65000,Diesel,Automatic,First,5.0,16.0,Jaguar,14.74,2993.0,270.9,
Chennai,2013,79000,Petrol,Manual,First,5.0,3.0,Maruti,18.9,998.0,67.1,
Mumbai,2010,70200,Petrol,Automatic,First,5.0,5.0,Toyota,14.53,1798.0,138.1,
Delhi,2016,42000,Petrol,Manual,First,5.0,4.75,Maruti,16.1,1197.0,85.0,
Bangalore,2014,62000,Petrol,Manual,First,5.0,5.35,Volkswagen,16.47,1198.0,74.0,
Hyderabad,2017,20000,Petrol,Manual,First,5.0,5.98,Hyundai,18.9,1197.0,81.86,7.82
Chennai,2011,80000,Diesel,Manual,Third,5.0,3.5,Maruti,21.5,1248.0,88.8,
Kochi,2018,50234,Petrol,Manual,First,5.0,4.77,Hyundai,18.9,1197.0,81.86,6.32
Delhi,2016,50003,Petrol,Manual,First,5.0,5.45,Maruti,21.4,1197.0,83.1,
Ahmedabad,2018,1000,Petrol,Automatic,First,5.0,6.85,Tata,20.3,1199.0,84.0,
Jaipur,2016,54897,Diesel,Automatic,First,5.0,7.3,Maruti,26.59,1248.0,74.0,
Pune,2007,108995,Petrol,Manual,First,5.0,1.25,Tata,15.3,1193.0,65.3,
Chennai,2015,73000,Diesel,Manual,First,5.0,8.25,Maruti,22.7,1598.0,118.0,
Ahmedabad,2008,65000,Petrol,Manual,First,5.0,2.71,Maruti,16.1,1298.0,88.2,
Kolkata,2016,32000,Petrol,Manual,First,5.0,3.6,Hyundai,19.1,1197.0,82.0,
Ahmedabad,2010,65000,Petrol,Manual,First,5.0,3.0,Hyundai,18.5,1197.0,80.0,
Hyderabad,2016,21600,Petrol,Automatic,First,5.0,4.65,Maruti,23.1,998.0,67.04,
Mumbai,2010,39000,Diesel,Automatic,First,5.0,9.5,Mercedes-Benz,14.84,2143.0,170.0,
Mumbai,2011,58075,Petrol,Manual,First,5.0,2.95,Maruti,17.5,1298.0,85.8,
Mumbai,2011,58000,Petrol,Manual,First,5.0,3.0,Volkswagen,15.04,1598.0,103.6,
Hyderabad,2015,58000,Diesel,Manual,First,5.0,5.95,Maruti,25.2,1248.0,74.0,
Delhi,2008,89000,Petrol,Automatic,First,5.0,4.0,Toyota,14.53,1798.0,138.1,
Delhi,2008,72000,Petrol,Manual,First,5.0,2.5,Honda,13.5,1799.0,130.0,
Kolkata,2017,1800,Petrol,Automatic,First,5.0,11.37,Ford,16.05,1499.0,110.4,
Pune,2010,172050,Diesel,Manual,Second,5.0,2.25,Fiat,19.0,1248.0,93.0,
Jaipur,2013,46230,Petrol,Manual,First,5.0,3.1,Hyundai,19.81,1086.0,68.05,
Kochi,2014,86925,Diesel,Automatic,First,5.0,17.18,Volvo,11.2,2400.0,215.0,
Jaipur,2018,5000,Petrol,Manual,First,5.0,6.5,Hyundai,18.6,1197.0,81.83,
Ahmedabad,2014,66000,Diesel,Manual,First,5.0,5.7,Honda,26.0,1498.0,98.6,
Ahmedabad,2013,119000,Diesel,Manual,First,8.0,8.0,Toyota,12.99,2494.0,100.0,
Chennai,2016,45000,Petrol,Manual,First,5.0,2.6,Renault,25.17,799.0,53.3,
Hyderabad,2009,66149,Petrol,Manual,First,5.0,2.45,Maruti,19.0,998.0,66.1,
Kochi,2014,42070,Petrol,Automatic,First,5.0,11.57,Mercedes-Benz,14.8,1595.0,120.7,
Kolkata,2012,35503,Petrol,Manual,First,5.0,2.3,Maruti,18.9,998.0,67.1,
Jaipur,2016,41460,Diesel,Manual,First,5.0,5.9,Maruti,25.2,1248.0,74.0,
Mumbai,2015,40600,Petrol,Automatic,First,5.0,7.2,Hyundai,17.0,1591.0,121.3,15.14
Ahmedabad,2013,87000,Diesel,Automatic,First,5.0,5.9,Hyundai,22.0,1582.0,126.2,15.72
Chennai,2014,30000,Petrol,Manual,Second,5.0,6.0,Honda,16.8,1497.0,116.3,
Kolkata,2010,27089,Petrol,Manual,First,5.0,1.95,Hyundai,16.0,1086.0,66.7,
Coimbatore,2016,53702,Diesel,Manual,First,5.0,6.55,Toyota,23.59,1364.0,67.04,
Hyderabad,2015,51000,Diesel,Automatic,First,5.0,25.0,Volvo,27.03,1969.0,190.0,45.67
Kolkata,2012,36542,Diesel,Manual,First,5.0,2.65,Ford,20.0,1399.0,68.05,
Mumbai,2017,15000,Diesel,Automatic,First,5.0,69.5,Mercedes-Benz,13.0,2987.0,265.0,
Chennai,2012,65000,Diesel,Automatic,First,5.0,14.0,BMW,22.69,1995.0,190.0,54.7
Pune,2014,32000,Petrol,Manual,Second,5.0,2.1,Maruti,22.74,796.0,47.3,
Hyderabad,2017,24393,Diesel,Manual,First,7.0,20.4,Toyota,13.68,2393.0,147.8,22.87
Hyderabad,2019,1000,Petrol,Manual,First,5.0,5.68,Volkswagen,18.78,999.0,75.0,6.74
Mumbai,2014,28238,Petrol,Manual,First,5.0,5.55,Nissan,13.24,1598.0,102.5,
Mumbai,2013,59000,Diesel,Manual,First,7.0,12.75,Mitsubishi,13.5,2477.0,175.56,33.09
Mumbai,2012,92000,Petrol,Manual,Second,5.0,3.35,Honda,14.8,1799.0,130.2,
Kolkata,2013,56840,Petrol,Manual,First,5.0,1.55,Maruti,22.74,796.0,47.3,
Coimbatore,2013,62746,Diesel,Manual,Second,5.0,5.9,Volkswagen,20.54,1598.0,103.6,
Hyderabad,2012,96000,Diesel,Automatic,First,5.0,18.98,Land,12.35,2179.0,187.74,
Mumbai,2014,24000,Petrol,Manual,First,5.0,11.51,Honda,13.7,1997.0,153.86,
Mumbai,2016,54000,Diesel,Manual,First,7.0,7.75,Maruti,20.77,1248.0,88.76,
Chennai,2016,90000,Diesel,Manual,First,7.0,13.9,Toyota,12.99,2494.0,100.6,
Kolkata,2010,40000,Petrol,Manual,First,5.0,1.35,Tata,15.0,1368.0,90.0,
Mumbai,2015,65938,Diesel,Automatic,Second,7.0,38.0,Audi,12.07,2967.0,241.4,
Mumbai,2017,16100,Petrol,Automatic,First,5.0,11.6,Hyundai,17.1,1591.0,121.4,
Hyderabad,2017,3600,Diesel,Automatic,First,5.0,12.25,Volkswagen,21.5,1498.0,108.5,
Jaipur,2011,52000,Petrol,Manual,First,5.0,3.8,Honda,17.0,1497.0,118.0,
Mumbai,2014,54000,Diesel,Manual,First,5.0,3.25,Ford,20.0,1399.0,68.05,
Mumbai,2016,15399,Petrol,Manual,First,5.0,6.4,Honda,18.7,1199.0,88.7,
Bangalore,2012,75000,Petrol,Manual,Second,5.0,3.95,Volkswagen,16.47,1198.0,73.9,
Delhi,2010,76752,Petrol,Manual,First,5.0,3.57,Honda,17.4,1497.0,117.3,
Mumbai,2005,56000,Petrol,Manual,Second,5.0,1.25,Honda,17.7,1497.0,78.0,
Pune,2015,70000,CNG,Manual,First,5.0,3.65,Maruti,26.2,998.0,58.2,
Kolkata,2013,46125,Petrol,Automatic,Second,5.0,12.5,Honda,12.0,2354.0,187.4,
Ahmedabad,2014,35000,Diesel,Automatic,Second,5.0,23.0,BMW,18.12,1995.0,190.0,
Chennai,2003,80000,Diesel,Manual,Third,5.0,1.35,Ambassador,12.8,1489.0,35.5,
Coimbatore,2012,62729,Diesel,Manual,First,8.0,6.32,Mahindra,12.05,2179.0,120.0,
Kolkata,2012,34000,Diesel,Manual,First,5.0,3.4,Volkswagen,20.54,1598.0,103.6,
Jaipur,1999,70000,Petrol,Manual,Second,5.0,0.77,Maruti,17.3,993.0,60.0,
Jaipur,2009,32000,Petrol,Manual,First,4.0,0.9,Maruti,16.1,796.0,37.0,
Delhi,2017,21000,Petrol,Automatic,First,5.0,18.0,Toyota,14.28,1798.0,138.03,23.25
Pune,2013,49000,Petrol,Automatic,First,5.0,19.0,BMW,14.59,1997.0,245.0,
Chennai,2007,40000,Petrol,Manual,Third,5.0,1.1,Ford,13.8,1299.0,70.0,
Pune,2012,78000,Petrol,Manual,Second,5.0,2.0,Chevrolet,18.6,1199.0,79.4,
Ahmedabad,2012,52000,Diesel,Manual,First,5.0,6.5,Toyota,21.43,1364.0,86.79,19.27
Bangalore,2014,65213,Diesel,Manual,First,7.0,9.45,Mahindra,16.0,2179.0,140.0,
Mumbai,2016,170000,Diesel,Manual,First,5.0,4.0,Hyundai,24.4,1120.0,71.0,
Kochi,2017,36884,Diesel,Automatic,First,5.0,32.25,Mercedes-Benz,13.0,2143.0,204.0,
Pune,2009,62500,Petrol,Manual,First,5.0,2.1,Hyundai,20.36,1197.0,78.9,
Mumbai,2015,68000,Petrol,Automatic,Second,5.0,9.75,Toyota,14.28,1798.0,138.03,
Kolkata,2014,40748,Petrol,Manual,First,5.0,6.3,Toyota,14.53,1798.0,138.0,
Hyderabad,2013,60000,Diesel,Automatic,First,5.0,21.0,Audi,17.32,1968.0,184.0,
Mumbai,2014,12400,Diesel,Manual,First,5.0,4.65,Hyundai,21.9,1396.0,88.8,
Mumbai,2013,87000,Diesel,Automatic,Second,5.0,17.0,Mercedes-Benz,19.27,2143.0,167.62,
Pune,2013,20248,Diesel,Manual,First,5.0,4.35,Maruti,21.1,1248.0,73.9,
Coimbatore,2017,52383,Diesel,Manual,First,5.0,14.82,Hyundai,19.67,1582.0,126.2,
Delhi,2018,1000,Diesel,Automatic,First,5.0,40.0,Jaguar,13.6,1999.0,177.0,52.77
Chennai,2016,85000,Diesel,Manual,First,7.0,6.15,Mahindra,14.95,2489.0,93.7,11.67
Ahmedabad,2014,47000,Diesel,Manual,First,7.0,11.25,Toyota,12.99,2494.0,100.6,
Pune,2018,17585,Petrol,Automatic,First,5.0,32.0,Toyota,19.16,2494.0,157.7,
Coimbatore,2018,32496,Diesel,Automatic,First,5.0,45.62,Audi,13.22,2967.0,241.4,
Kochi,2017,34613,Diesel,Manual,First,5.0,6.24,Maruti,28.4,1248.0,74.0,7.92
Chennai,2015,153000,Diesel,Manual,First,7.0,4.8,Maruti,20.77,1248.0,88.76,
Chennai,2014,54000,Petrol,Manual,Second,5.0,4.5,Maruti,16.1,1197.0,85.0,
Kochi,2015,16900,Petrol,Manual,First,5.0,3.87,Hyundai,20.36,1197.0,78.9,
Delhi,2013,62334,Petrol,Manual,First,5.0,2.75,Hyundai,20.36,1197.0,78.9,
Kochi,2018,23714,Petrol,Manual,First,5.0,6.57,Maruti,21.4,1197.0,83.1,
Jaipur,2010,52325,Petrol,Manual,First,5.0,2.0,Hyundai,16.36,1495.0,93.7,
Ahmedabad,2012,50000,Petrol,Manual,First,5.0,3.65,Honda,19.4,1198.0,86.8,
Hyderabad,2016,55746,Diesel,Manual,First,5.0,6.95,Maruti,22.9,1248.0,74.0,
Bangalore,2014,54000,Petrol,Manual,First,5.0,5.5,Hyundai,20.14,1197.0,81.86,7.85
Kolkata,2013,43000,Diesel,Manual,First,7.0,7.0,Mahindra,16.0,2179.0,140.0,
Delhi,2014,40000,Diesel,Automatic,First,5.0,24.0,Mercedes-Benz,13.0,2143.0,201.1,
Bangalore,2010,125000,Diesel,Automatic,Second,5.0,11.0,Land,0.0,2179.0,115.0,
Bangalore,2016,51944,Diesel,Automatic,First,5.0,32.5,Mercedes-Benz,19.27,2143.0,170.0,
Kochi,2015,46950,Diesel,Manual,First,5.0,6.45,Hyundai,21.27,1396.0,88.76,
Mumbai,2015,23000,Diesel,Automatic,First,5.0,15.75,Skoda,19.3,1968.0,141.0,
Mumbai,2014,54546,Petrol,Manual,First,5.0,5.5,Honda,17.0,1497.0,118.0,
Kochi,2015,51535,Diesel,Automatic,First,7.0,19.03,Toyota,12.55,2982.0,168.5,
Kolkata,2013,45000,Diesel,Automatic,First,5.0,15.25,Audi,17.32,1968.0,184.0,
Hyderabad,2012,46004,Petrol,Manual,First,5.0,2.4,Maruti,20.92,998.0,67.1,
Chennai,2011,124000,Diesel,Manual,First,5.0,2.3,Tata,23.03,1396.0,69.0,
Kochi,2014,77395,Diesel,Automatic,First,5.0,14.35,Audi,17.11,1968.0,174.33,
Mumbai,2018,10600,CNG,Manual,First,4.0,3.5,Maruti,33.44,796.0,40.3,
Kochi,2018,22974,Petrol,Automatic,First,5.0,11.97,Honda,18.0,1497.0,117.3,15.55
Ahmedabad,2015,65012,Diesel,Manual,First,7.0,18.9,Toyota,14.24,2755.0,174.5,32.45
Ahmedabad,2017,17125,Petrol,Manual,First,5.0,5.4,Hyundai,18.9,1197.0,82.0,
Hyderabad,2015,90413,Petrol,Manual,First,7.0,2.95,Maruti,15.1,1196.0,73.0,4.83
Bangalore,2013,37000,Petrol,Manual,First,5.0,5.1,Volkswagen,16.47,1198.0,73.9,
Jaipur,2006,65000,Petrol,Manual,First,5.0,1.5,Maruti,18.9,1061.0,67.0,
Bangalore,2011,66000,Petrol,Manual,First,5.0,4.9,Honda,17.0,1497.0,118.0,
Mumbai,2010,86000,Petrol,Manual,First,5.0,2.9,Honda,14.8,1799.0,130.2,
Pune,2005,98437,Petrol,Manual,First,5.0,1.15,Honda,13.0,1493.0,100.0,
Kolkata,2010,18000,Petrol,Manual,First,5.0,2.3,Hyundai,18.5,1197.0,80.0,
Kochi,2018,35070,Diesel,Manual,First,5.0,5.99,Hyundai,24.0,1120.0,70.0,
Pune,2011,42000,Petrol,Automatic,Third,5.0,3.4,Volkswagen,14.4,1598.0,103.6,
Kolkata,2009,40000,Petrol,Manual,First,5.0,1.7,Hyundai,20.36,1197.0,78.9,
Kolkata,2009,43000,Petrol,Manual,First,5.0,1.99,Hyundai,17.0,1197.0,80.0,
Pune,2012,65000,Petrol,Manual,First,5.0,2.5,Chevrolet,18.6,1199.0,79.4,
Hyderabad,2013,74000,Diesel,Manual,First,5.0,4.85,Volkswagen,22.07,1199.0,73.9,
Hyderabad,2010,51192,Petrol,Manual,First,5.0,2.65,Ford,15.6,1196.0,70.0,
Kochi,2014,14262,Petrol,Automatic,First,2.0,27.35,Audi,9.9,1984.0,207.8,
Jaipur,2015,66339,Diesel,Manual,Second,5.0,6.9,Honda,25.1,1498.0,98.6,
Hyderabad,2013,90200,Diesel,Manual,First,5.0,3.5,Ford,20.0,1399.0,68.05,
Delhi,2015,57854,Diesel,Manual,First,7.0,12.5,Toyota,12.99,2494.0,100.6,
Delhi,2017,32000,Petrol,Automatic,First,5.0,9.2,Maruti,19.12,1373.0,91.1,
Mumbai,2015,29631,Petrol,Automatic,First,5.0,4.9,Hyundai,18.9,1197.0,82.0,
Kochi,2014,54173,Petrol,Manual,First,5.0,5.55,Ford,18.88,999.0,123.24,
Ahmedabad,2014,50000,Petrol,Automatic,First,5.0,13.5,Skoda,14.7,1798.0,177.6,
Kolkata,2010,145000,Diesel,Manual,First,5.0,2.6,Fiat,20.4,1248.0,91.7,
Jaipur,2015,78000,Petrol,Manual,First,5.0,4.5,Maruti,16.1,1298.0,88.2,
Delhi,2013,65000,Diesel,Automatic,Second,7.0,34.0,Land,11.8,2993.0,180.0,
Hyderabad,2012,120000,Diesel,Manual,First,7.0,12.0,Toyota,12.8,2494.0,102.0,
Mumbai,2015,14000,Diesel,Manual,First,5.0,5.25,Maruti,28.4,1248.0,74.0,7.13
Kochi,2014,57456,Diesel,Automatic,First,5.0,21.56,Audi,17.68,1968.0,174.33,
Coimbatore,2012,44450,Diesel,Automatic,First,5.0,24.68,BMW,22.48,1995.0,190.0,71.82
Delhi,2013,63777,Petrol,Manual,First,5.0,3.67,Hyundai,18.5,1197.0,82.9,
Mumbai,2016,31000,Diesel,Automatic,First,5.0,29.5,BMW,17.05,1995.0,190.0,50.97
Delhi,2012,60000,Petrol,Manual,First,5.0,3.1,Toyota,17.6,1496.0,88.73,
Ahmedabad,2015,78008,Diesel,Manual,First,5.0,2.9,Tata,17.0,1405.0,70.0,
Bangalore,2014,33000,Diesel,Automatic,Second,5.0,43.0,Mercedes-Benz,0.0,2987.0,165.0,
Mumbai,2009,27078,Petrol,Automatic,First,4.0,15.95,Volkswagen,10.98,1984.0,114.4,
Hyderabad,2011,57275,Diesel,Manual,First,5.0,4.5,Volkswagen,19.7,1598.0,103.6,
Delhi,2014,45000,Diesel,Manual,First,5.0,3.49,Hyundai,24.0,1120.0,70.0,
Delhi,2014,57319,Diesel,Manual,First,5.0,4.25,Maruti,25.2,1248.0,74.0,
Chennai,2008,121097,Diesel,Manual,Second,5.0,1.9,Hyundai,24.0,1396.0,88.76,10.73
Mumbai,2011,89000,Diesel,Automatic,First,5.0,16.57,BMW,16.73,1995.0,218.0,
Bangalore,2012,72000,Petrol,Manual,First,5.0,5.75,Honda,17.0,1497.0,118.0,
Delhi,2013,36000,Diesel,Automatic,Second,5.0,14.0,Audi,16.55,1968.0,147.51,
Jaipur,2013,86000,Diesel,Manual,Second,5.0,2.5,Fiat,19.5,1248.0,75.0,9.5
Ahmedabad,2002,85000,Petrol,Manual,First,5.0,1.2,Honda,13.0,1343.0,90.0,
Kochi,2013,37613,Diesel,Automatic,First,5.0,13.95,BMW,22.69,1995.0,190.0,52.46
Chennai,2007,100000,Petrol,Manual,First,5.0,1.6,Ford,16.6,1388.0,68.0,
Coimbatore,2016,5240,Petrol,Automatic,First,4.0,3.6,Tata,21.9,624.0,37.48,
Mumbai,2018,20000,CNG,Manual,First,5.0,4.5,Maruti,15.1,1196.0,73.0,
Coimbatore,2019,16862,Petrol,Manual,First,5.0,6.06,Maruti,20.89,1197.0,81.8,6.07
Coimbatore,2013,59254,Petrol,Manual,Second,5.0,5.29,Maruti,17.5,1298.0,85.8,
Jaipur,2014,60000,Diesel,Manual,First,5.0,5.75,Ford,22.7,1498.0,89.84,
Coimbatore,2014,47674,Petrol,Manual,First,5.0,5.72,Maruti,19.1,1197.0,85.8,
Kochi,2014,61517,Petrol,Automatic,First,5.0,4.39,Hyundai,16.95,1197.0,78.9,
Coimbatore,2016,62946,Diesel,Manual,First,7.0,11.05,Mahindra,15.1,2179.0,140.0,
